1,0.050161
2,0.044556
3,0.039544
4,0.037348
5,0.037991
6,0.041059
7,0.044121
8,0.043216
9,0.039652
10,0.037884
11,0.035621
12,0.0292
13,0.022526
14,0.018621
15,0.015198
16,0.012894
17,0.014256
18,0.017969
19,0.020179
20,0.019706
21,0.020308
22,0.025587
23,0.03441
24,0.041154
25,0.040899
26,0.035264
27,0.029547
28,0.02891
29,0.034431
30,0.040258
31,0.039951
32,0.034049
33,0.029406
34,0.030372
35,0.032684
36,0.032129
37,0.031584
38,0.031478
39,0.028629
40,0.026732
41,0.029269
42,0.031115
43,0.031157
44,0.035859
45,0.045645
46,0.05447
47,0.059016
48,0.061884
49,0.06911200000000001
50,0.083106
51,0.098334
52,0.10846
53,0.115096
54,0.120312
55,0.118438
56,0.107655
57,0.09700499999999999
58,0.089396
59,0.07928200000000001
60,0.06952
61,0.06516
62,0.062662
63,0.058753
64,0.054809
65,0.0511
66,0.046024
67,0.041976
68,0.042255
69,0.045131
70,0.048697
71,0.052987
72,0.05716
73,0.062492
74,0.076654
75,0.124714
76,0.234642
77,0.407467
78,0.629868
79,0.856311
80,0.974838
81,0.906587
82,0.707678
83,0.487115
84,0.298446
85,0.154159
86,0.061239
87,0.018252
88,0.019472
89,0.056781
90,0.09858699999999999
91,0.109991
92,0.097289
93,0.085942
94,0.08345900000000001
95,0.08749899999999999
96,0.09314600000000001
97,0.095871
98,0.09861200000000001
99,0.103993
100,0.108153
101,0.110207
102,0.113987
103,0.119629
104,0.123581
105,0.124823
106,0.123804
107,0.123793
108,0.129064
109,0.135792
110,0.139913
111,0.145654
112,0.154925
113,0.163967
114,0.170683
115,0.175642
116,0.18105
117,0.190836
118,0.20422
119,0.214549
120,0.222479
121,0.237387
122,0.257733
123,0.27436
124,0.289954
125,0.30652
126,0.316465
127,0.3245
128,0.341254
129,0.359517
130,0.368486
131,0.368484
132,0.360127
133,0.341189
134,0.31194
135,0.277233
136,0.24079
137,0.201687
138,0.164331
139,0.136801
140,0.116902
141,0.097218
142,0.077288
143,0.061731
144,0.051162
145,0.042999
146,0.038948
147,0.038665
148,0.037594
149,0.036263
150,0.034651
151,0.029959
152,0.025854
153,0.024815
154,0.023775
155,0.022547
156,0.021521
157,0.01941
158,0.016618
159,0.015701
160,0.018603
161,0.02434
162,0.031922
163,0.04068
164,0.047639
165,0.049475
166,0.04702
167,0.045393
168,0.045504
169,0.041599
170,0.034534
171,0.032462
172,0.035208
173,0.037439
174,0.040094
175,0.042809
176,0.039092
177,0.028368
178,0.020431
179,0.021093
180,0.025261
181,0.026713
182,0.025491
183,0.024255
184,0.022911
185,0.018405
186,0.013972
187,0.016963
188,0.023416
189,0.025123
190,0.024549
191,0.026268
192,0.027904
193,0.026863
194,0.02624
195,0.027954
196,0.029365
197,0.028852
198,0.026915
199,0.026939
200,0.031467
201,0.032706
202,0.025179
203,0.017985
204,0.018025
205,0.021323
206,0.024295
207,0.027151
208,0.029432
209,0.029212
210,0.025845
211,0.021962
212,0.022321
213,0.026852
214,0.030091
215,0.031587
216,0.035273
217,0.04005
218,0.043689
219,0.046432
220,0.046924
221,0.044901
222,0.043474
223,0.042629
224,0.039724
225,0.036155
226,0.03417
227,0.033673
228,0.035018
229,0.036505
230,0.035147
231,0.033333
232,0.035808
233,0.040406
234,0.043804
235,0.049333
236,0.057842
237,0.06331299999999999
238,0.066882
239,0.077419
240,0.093685
241,0.107404
242,0.117359
243,0.124609
244,0.12938
245,0.13432
246,0.137796
247,0.132467
248,0.118275
249,0.104988
250,0.09823900000000001
251,0.094074
252,0.08669499999999999
253,0.075423
254,0.066954
255,0.06636599999999999
256,0.067468
257,0.065151
258,0.06335399999999999
259,0.063551
260,0.063004
261,0.060834
262,0.058927
263,0.060248
264,0.066292
265,0.083852
266,0.129595
267,0.22215
268,0.374343
269,0.582659
270,0.8077029999999999
271,0.960608
272,0.953006
273,0.788944
274,0.562869
275,0.362172
276,0.210318
277,0.09941899999999999
278,0.038271
279,0.036237
280,0.066499
281,0.09214700000000001
282,0.105162
283,0.111648
284,0.113687
285,0.114369
286,0.116584
287,0.119754
288,0.122083
289,0.122262
290,0.120382
291,0.119523
292,0.123079
293,0.129109
294,0.133554
295,0.1371
296,0.139656
297,0.139542
298,0.138681
299,0.139583
300,0.144885
301,0.153686
302,0.160086
303,0.165364
304,0.175587
305,0.189138
306,0.198901
307,0.202287
308,0.20501
309,0.213768
310,0.230086
311,0.25142
312,0.270275
313,0.283159
314,0.295743
315,0.309989
316,0.324817
317,0.342966
318,0.361322
319,0.373785
320,0.381826
321,0.38759
322,0.388907
323,0.386702
324,0.381464
325,0.366916
326,0.33986
327,0.305757
328,0.268979
329,0.231774
330,0.198889
331,0.171838
332,0.147327
333,0.125377
334,0.108593
335,0.096501
336,0.085281
337,0.07241599999999999
338,0.062058
339,0.058503
340,0.057239
341,0.05368
342,0.049734
343,0.046183
344,0.040684
345,0.035459
346,0.036037
347,0.039005
348,0.035542
349,0.03106
350,0.035072
351,0.040655
352,0.040878
353,0.040906
354,0.043538
355,0.046382
356,0.048914
357,0.051564
358,0.052298
359,0.049566
360,0.04741
361,0.050388
362,0.056343
363,0.059764
364,0.0578
365,0.054422
366,0.055734
367,0.060098
368,0.061866
369,0.060922
370,0.060196
371,0.059684
372,0.058299
373,0.056141
374,0.053446
375,0.052495
376,0.056629
377,0.06375599999999999
378,0.066853
379,0.06292200000000001
380,0.056559
381,0.05459
382,0.057321
383,0.059025
384,0.059367
385,0.061104
386,0.060464
387,0.055055
388,0.049582
389,0.04921
390,0.054746
391,0.058315
392,0.053663
393,0.047736
394,0.046131
395,0.045052
396,0.043318
397,0.043419
398,0.043786
399,0.042358
400,0.042414
401,0.045199
402,0.047205
403,0.047502
404,0.047197
405,0.048731
406,0.055708
407,0.062174
408,0.060541
409,0.056298
410,0.055561
411,0.057234
412,0.059143
413,0.057982
414,0.053831
415,0.052491
416,0.055574
417,0.059762
418,0.064069
419,0.068912
420,0.074949
421,0.082799
422,0.091657
423,0.099675
424,0.107045
425,0.115928
426,0.126342
427,0.138376
428,0.149626
429,0.15015
430,0.136622
431,0.120794
432,0.111786
433,0.104655
434,0.09482599999999999
435,0.087157
436,0.085298
437,0.084824
438,0.079197
439,0.066762
440,0.055356
441,0.055468
442,0.06499099999999999
443,0.074223
444,0.079876
445,0.080848
446,0.077237
447,0.07434499999999999
448,0.081029
449,0.116692
450,0.208637
451,0.365171
452,0.569842
453,0.7857730000000001
454,0.929982
455,0.9157650000000001
456,0.759975
457,0.559948
458,0.376104
459,0.217058
460,0.095983
461,0.031041
462,0.017317
463,0.038113
464,0.078052
465,0.113482
466,0.122706
467,0.111102
468,0.099993
469,0.096497
470,0.09562
471,0.095662
472,0.098355
473,0.103504
474,0.107307
475,0.107211
476,0.1062
477,0.108057
478,0.111637
479,0.114936
480,0.11932
481,0.126655
482,0.13693
483,0.148615
484,0.159981
485,0.168274
486,0.170404
487,0.16928
488,0.172545
489,0.185107
490,0.203884
491,0.218136
492,0.223419
493,0.228633
494,0.241481
495,0.259694
496,0.278591
497,0.296343
498,0.31106
499,0.32216
500,0.334617
501,0.352272
502,0.36843
503,0.375889
504,0.378269
505,0.380024
506,0.377971
507,0.365036
508,0.338811
509,0.30676
510,0.273827
511,0.237618
512,0.201703
513,0.17196
514,0.145271
515,0.119481
516,0.100453
517,0.089088
518,0.07711999999999999
519,0.062953
520,0.051988
521,0.043875
522,0.036693
523,0.032091
524,0.029256
525,0.025603
526,0.021959
527,0.020185
528,0.020258
529,0.022645
530,0.027784
531,0.033395
532,0.037209
533,0.038789
534,0.033795
535,0.023722
536,0.022126
537,0.03011
538,0.035114
539,0.035499
540,0.03582
541,0.036339
542,0.038104
543,0.041763
544,0.043893
545,0.042352
546,0.039706
547,0.038456
548,0.038553
549,0.038621
550,0.035549
551,0.031942
552,0.034115
553,0.037632
554,0.035912
555,0.033792
556,0.035382
557,0.038131
558,0.040431
559,0.040642
560,0.036409
561,0.03035
562,0.028012
563,0.030615
564,0.034577
565,0.036849
566,0.036238
567,0.034167
568,0.032609
569,0.029904
570,0.025533
571,0.026048
572,0.033777
573,0.038728
574,0.035426
575,0.030856
576,0.029825
577,0.03052
578,0.029204
579,0.026317
580,0.027544
581,0.032555
582,0.036833
583,0.041594
584,0.047352
585,0.051767
586,0.052854
587,0.048876
588,0.041921
589,0.037436
590,0.039492
591,0.04819
592,0.056824
593,0.058882
594,0.055996
595,0.052416
596,0.049204
597,0.04647
598,0.046201
599,0.048955
600,0.050973
601,0.049474
602,0.04497
603,0.041668
604,0.04399
605,0.049727
606,0.05504
607,0.058281
608,0.059383
609,0.062975
610,0.071547
611,0.0818
612,0.093033
613,0.102746
614,0.107713
615,0.113349
616,0.122605
617,0.131106
618,0.136909
619,0.136996
620,0.128795
621,0.118232
622,0.110851
623,0.10273
624,0.091082
625,0.08029799999999999
626,0.072088
627,0.065632
628,0.06361899999999999
629,0.06443599999999999
630,0.0648
631,0.066625
632,0.070185
633,0.07351199999999999
634,0.074062
635,0.068457
636,0.061788
637,0.06797300000000001
638,0.101202
639,0.177067
640,0.311717
641,0.510363
642,0.748339
643,0.946749
644,1
645,0.872411
646,0.643137
647,0.421618
648,0.251355
649,0.126532
650,0.050631
651,0.029313
652,0.045636
653,0.073626
654,0.095175
655,0.104688
656,0.107433
657,0.108196
658,0.107327
659,0.106804
660,0.110439
661,0.115733
662,0.117258
663,0.117082
664,0.119171
665,0.123287
666,0.12732
667,0.128321
668,0.126939
669,0.128202
670,0.134361
671,0.141191
672,0.145349
673,0.149161
674,0.154187
675,0.161213
676,0.171103
677,0.180401
678,0.188236
679,0.197068
680,0.204264
681,0.209165
682,0.21949
683,0.237972
684,0.257737
685,0.277006
686,0.298036
687,0.315637
688,0.327916
689,0.342725
690,0.36236
691,0.379952
692,0.390818
693,0.397337
694,0.404065
695,0.409194
696,0.40583
697,0.388421
698,0.357052
699,0.319791
700,0.283924
701,0.248977
702,0.214527
703,0.18413
704,0.157259
705,0.129497
706,0.104062
707,0.086198
708,0.07119200000000001
709,0.056258
710,0.045933
711,0.040061
712,0.034192
713,0.027058
714,0.023569
715,0.026326
716,0.028334
717,0.027375
718,0.031006
719,0.040722
720,0.049056
721,0.05122
722,0.052092
723,0.057538
724,0.061641
725,0.058278
726,0.053753
727,0.053912
728,0.057788
729,0.063503
730,0.067702
731,0.067022
732,0.06446
733,0.06558
734,0.068796
735,0.070821
736,0.072646
737,0.073159
738,0.070932
739,0.06805
740,0.062555
741,0.054484
742,0.051187
743,0.052125
744,0.050826
745,0.048147
746,0.046686
747,0.044824
748,0.041907
749,0.040902
750,0.042091
751,0.041492
752,0.038655
753,0.03744
754,0.040598
755,0.048981
756,0.055826
757,0.054119
758,0.050516
759,0.050847
760,0.05166
761,0.053129
762,0.055305
763,0.054301
764,0.049902
765,0.044891
766,0.041454
767,0.041362
768,0.042256
769,0.039323
770,0.034841
771,0.036007
772,0.041218
773,0.043636
774,0.042867
775,0.041204
776,0.040132
777,0.043255
778,0.051877
779,0.059918
780,0.060933
781,0.056745
782,0.052644
783,0.049528
784,0.046933
785,0.047596
786,0.053527
787,0.061437
788,0.064554
789,0.06303400000000001
790,0.064633
791,0.07091600000000001
792,0.07655000000000001
793,0.08018500000000001
794,0.085255
795,0.09594800000000001
796,0.11286
797,0.129593
798,0.138829
799,0.141533
800,0.141279
801,0.13425
802,0.116214
803,0.093102
804,0.077211
805,0.074375
806,0.076822
807,0.074255
808,0.06658600000000001
809,0.059163
810,0.054286
811,0.052708
812,0.054793
813,0.056933
814,0.057822
815,0.060858
816,0.06483999999999999
817,0.06567199999999999
818,0.06388099999999999
819,0.067844
820,0.103567
821,0.205328
822,0.380034
823,0.600719
824,0.814647
825,0.935128
826,0.8927349999999999
827,0.716695
828,0.504722
829,0.320125
830,0.170593
831,0.060449
832,0.003756
833,0
834,0.033236
835,0.07505299999999999
836,0.098345
837,0.103074
838,0.102036
839,0.099485
840,0.095844
841,0.092252
842,0.092235
843,0.095998
844,0.09936499999999999
845,0.101401
846,0.10426
847,0.109776
848,0.116355
849,0.122111
850,0.129814
851,0.135969
852,0.134953
853,0.135614
854,0.145717
855,0.157244
856,0.162758
857,0.167221
858,0.176668
859,0.186926
860,0.193055
861,0.19848
862,0.207292
863,0.21821
864,0.229173
865,0.242965
866,0.262837
867,0.282983
868,0.298557
869,0.312846
870,0.325848
871,0.338955
872,0.356574
873,0.371466
874,0.376186
875,0.3766
876,0.378118
877,0.376804
878,0.368199
879,0.350842
880,0.323123
881,0.287637
882,0.252552
883,0.217074
884,0.176836
885,0.140515
886,0.114918
887,0.09549100000000001
888,0.08054600000000001
889,0.070135
890,0.060974
891,0.050544
892,0.039135
893,0.02931
894,0.023014
895,0.020397
896,0.022108
897,0.026124
898,0.027551
899,0.024432
900,0.019215
901,0.014578
902,0.010417
903,0.008299000000000001
904,0.013718
905,0.025784
906,0.036307
907,0.041046
908,0.041154
909,0.040209
910,0.041456
911,0.042785
912,0.041512
913,0.039844
914,0.038857
915,0.036887
916,0.036041
917,0.03924
918,0.041295
919,0.036384
920,0.029691
921,0.027383
922,0.027581
923,0.028515
924,0.029613
925,0.028997
926,0.027326
927,0.026937
928,0.028556
929,0.028673
930,0.02238
931,0.015243
932,0.016013
933,0.020936
934,0.022071
935,0.018351
936,0.016687
937,0.021933
938,0.028181
939,0.030674
940,0.029845
941,0.026907
942,0.025137
943,0.023946
944,0.022746
945,0.026163
946,0.031225
947,0.031839
948,0.033576
949,0.039784
950,0.044867
